0,1,2,3,4,5
CONNECTICUT,CT,MASTER'S,JORDAN,FEMALE,4
CONNECTICUT,CT,MASTER'S,KAZAKHSTAN,FEMALE,3
CONNECTICUT,CT,MASTER'S,KENYA,FEMALE,18
CONNECTICUT,CT,MASTER'S,KOSOVO,FEMALE,2
CONNECTICUT,CT,MASTER'S,KYRGYZSTAN,FEMALE,1
CONNECTICUT,CT,MASTER'S,LEBANON,FEMALE,4
CONNECTICUT,CT,MASTER'S,LITHUANIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,MACAU,FEMALE,1
CONNECTICUT,CT,MASTER'S,MALAWI,FEMALE,2
CONNECTICUT,CT,MASTER'S,MALAYSIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,MEXICO,FEMALE,13
CONNECTICUT,CT,MASTER'S,MONGOLIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,MOROCCO,FEMALE,5
CONNECTICUT,CT,MASTER'S,MOZAMBIQUE,FEMALE,2
CONNECTICUT,CT,MASTER'S,NAMIBIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,NEPAL,FEMALE,120
CONNECTICUT,CT,MASTER'S,NETHERLANDS,FEMALE,1
CONNECTICUT,CT,MASTER'S,NIGERIA,FEMALE,88
CONNECTICUT,CT,MASTER'S,NORWAY,FEMALE,1
CONNECTICUT,CT,MASTER'S,PAKISTAN,FEMALE,23
CONNECTICUT,CT,MASTER'S,PANAMA,FEMALE,3
CONNECTICUT,CT,MASTER'S,PERU,FEMALE,3
CONNECTICUT,CT,MASTER'S,PHILIPPINES,FEMALE,1
CONNECTICUT,CT,MASTER'S,POLAND,FEMALE,1
CONNECTICUT,CT,MASTER'S,PORTUGAL,FEMALE,2
CONNECTICUT,CT,MASTER'S,ROMANIA,FEMALE,2
CONNECTICUT,CT,MASTER'S,RUSSIA,FEMALE,8
CONNECTICUT,CT,MASTER'S,RWANDA,FEMALE,2
CONNECTICUT,CT,MASTER'S,SAINT LUCIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,SAUDI ARABIA,FEMALE,4
CONNECTICUT,CT,MASTER'S,SERBIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,SINGAPORE,FEMALE,12
CONNECTICUT,CT,MASTER'S,SOUTH AFRICA,FEMALE,4
CONNECTICUT,CT,MASTER'S,SOUTH KOREA,FEMALE,36
CONNECTICUT,CT,MASTER'S,SPAIN,FEMALE,7
CONNECTICUT,CT,MASTER'S,SRI LANKA,FEMALE,3
CONNECTICUT,CT,MASTER'S,SUDAN,FEMALE,1
CONNECTICUT,CT,MASTER'S,SWEDEN,FEMALE,1
CONNECTICUT,CT,MASTER'S,TAIWAN,FEMALE,25
CONNECTICUT,CT,MASTER'S,TANZANIA,FEMALE,1
CONNECTICUT,CT,MASTER'S,THAILAND,FEMALE,4
CONNECTICUT,CT,MASTER'S,TRINIDAD AND TOBAGO,FEMALE,3
CONNECTICUT,CT,MASTER'S,TURKEY,FEMALE,8
CONNECTICUT,CT,MASTER'S,UGANDA,FEMALE,5
CONNECTICUT,CT,MASTER'S,UKRAINE,FEMALE,3
CONNECTICUT,CT,MASTER'S,UNITED KINGDOM,FEMALE,19
CONNECTICUT,CT,MASTER'S,VENEZUELA,FEMALE,1
CONNECTICUT,CT,MASTER'S,VIETNAM,FEMALE,11
CONNECTICUT,CT,MASTER'S,YEMEN,FEMALE,1
CONNECTICUT,CT,MASTER'S,ZIMBABWE,FEMALE,57
CONNECTICUT,CT,OTHER,CHINA,FEMALE,1
CONNECTICUT,CT,OTHER,RUSSIA,FEMALE,1
CONNECTICUT,CT,OTHER,THAILAND,FEMALE,1
CONNECTICUT,CT,OTHER,VIETNAM,FEMALE,1
CONNECTICUT,CT,ASSOCIATE,ALBANIA,MALE,3
CONNECTICUT,CT,ASSOCIATE,BRAZIL,MALE,1
CONNECTICUT,CT,ASSOCIATE,CHINA,MALE,2
CONNECTICUT,CT,ASSOCIATE,COLOMBIA,MALE,1
CONNECTICUT,CT,ASSOCIATE,ECUADOR,MALE,1
CONNECTICUT,CT,ASSOCIATE,EGYPT,MALE,1
CONNECTICUT,CT,ASSOCIATE,GHANA,MALE,1
CONNECTICUT,CT,ASSOCIATE,GREECE,MALE,1
CONNECTICUT,CT,ASSOCIATE,GUYANA,MALE,1
CONNECTICUT,CT,ASSOCIATE,INDIA,MALE,2
CONNECTICUT,CT,ASSOCIATE,ITALY,MALE,2
CONNECTICUT,CT,ASSOCIATE,JAMAICA,MALE,4
CONNECTICUT,CT,ASSOCIATE,LIBYA,MALE,1
CONNECTICUT,CT,ASSOCIATE,MACEDONIA,MALE,1
CONNECTICUT,CT,ASSOCIATE,MEXICO,MALE,2
CONNECTICUT,CT,ASSOCIATE,NEPAL,MALE,3
CONNECTICUT,CT,ASSOCIATE,PAKISTAN,MALE,1
CONNECTICUT,CT,ASSOCIATE,TURKEY,MALE,1
CONNECTICUT,CT,ASSOCIATE,VIETNAM,MALE,1
CONNECTICUT,CT,BACHELOR'S,ALBANIA,MALE,4
CONNECTICUT,CT,BACHELOR'S,ANTIGUA AND BARBUDA,MALE,1
CONNECTICUT,CT,BACHELOR'S,AUSTRALIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,AUSTRIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,AZERBAIJAN,MALE,1
CONNECTICUT,CT,BACHELOR'S,"BAHAMAS, THE",MALE,2
CONNECTICUT,CT,BACHELOR'S,BANGLADESH,MALE,20
CONNECTICUT,CT,BACHELOR'S,BELGIUM,MALE,1
CONNECTICUT,CT,BACHELOR'S,BENIN,MALE,1
CONNECTICUT,CT,BACHELOR'S,BHUTAN,MALE,4
CONNECTICUT,CT,BACHELOR'S,BOSNIA AND HERZEGOVINA,MALE,1
CONNECTICUT,CT,BACHELOR'S,BOTSWANA,MALE,1
CONNECTICUT,CT,BACHELOR'S,BRAZIL,MALE,18
CONNECTICUT,CT,BACHELOR'S,BULGARIA,MALE,5
CONNECTICUT,CT,BACHELOR'S,BURKINA FASO,MALE,1
CONNECTICUT,CT,BACHELOR'S,BURMA,MALE,1
CONNECTICUT,CT,BACHELOR'S,BURUNDI,MALE,2
CONNECTICUT,CT,BACHELOR'S,CAMEROON,MALE,1
CONNECTICUT,CT,BACHELOR'S,CANADA,MALE,43
CONNECTICUT,CT,BACHELOR'S,CHILE,MALE,1
CONNECTICUT,CT,BACHELOR'S,CHINA,MALE,215
CONNECTICUT,CT,BACHELOR'S,COLOMBIA,MALE,3
CONNECTICUT,CT,BACHELOR'S,CONGO (BRAZZAVILLE),MALE,1
CONNECTICUT,CT,BACHELOR'S,CONGO (KINSHASA),MALE,2
CONNECTICUT,CT,BACHELOR'S,COTE D'IVOIRE,MALE,1
CONNECTICUT,CT,BACHELOR'S,CROATIA,MALE,3
CONNECTICUT,CT,BACHELOR'S,CZECH REPUBLIC,MALE,3
CONNECTICUT,CT,BACHELOR'S,DENMARK,MALE,1
CONNECTICUT,CT,BACHELOR'S,DOMINICAN REPUBLIC,MALE,3
CONNECTICUT,CT,BACHELOR'S,ECUADOR,MALE,4
CONNECTICUT,CT,BACHELOR'S,EGYPT,MALE,6
CONNECTICUT,CT,BACHELOR'S,EL SALVADOR,MALE,2
CONNECTICUT,CT,BACHELOR'S,EQUATORIAL GUINEA,MALE,1
CONNECTICUT,CT,BACHELOR'S,ESTONIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,ETHIOPIA,MALE,12
CONNECTICUT,CT,BACHELOR'S,FINLAND,MALE,1
CONNECTICUT,CT,BACHELOR'S,FRANCE,MALE,6
CONNECTICUT,CT,BACHELOR'S,GEORGIA,MALE,2
CONNECTICUT,CT,BACHELOR'S,GERMANY,MALE,11
CONNECTICUT,CT,BACHELOR'S,GHANA,MALE,11
CONNECTICUT,CT,BACHELOR'S,GREECE,MALE,6
CONNECTICUT,CT,BACHELOR'S,HAITI,MALE,1
CONNECTICUT,CT,BACHELOR'S,HONG KONG,MALE,5
CONNECTICUT,CT,BACHELOR'S,HUNGARY,MALE,6
CONNECTICUT,CT,BACHELOR'S,INDIA,MALE,105
CONNECTICUT,CT,BACHELOR'S,INDONESIA,MALE,6
CONNECTICUT,CT,BACHELOR'S,IRAN,MALE,2
CONNECTICUT,CT,BACHELOR'S,IRAQ,MALE,2
CONNECTICUT,CT,BACHELOR'S,IRELAND,MALE,1
CONNECTICUT,CT,BACHELOR'S,ISRAEL,MALE,2
CONNECTICUT,CT,BACHELOR'S,ITALY,MALE,7
CONNECTICUT,CT,BACHELOR'S,JAMAICA,MALE,9
CONNECTICUT,CT,BACHELOR'S,JAPAN,MALE,4
CONNECTICUT,CT,BACHELOR'S,JORDAN,MALE,4
CONNECTICUT,CT,BACHELOR'S,KAZAKHSTAN,MALE,5
CONNECTICUT,CT,BACHELOR'S,KENYA,MALE,10
CONNECTICUT,CT,BACHELOR'S,KUWAIT,MALE,20
CONNECTICUT,CT,BACHELOR'S,LAOS,MALE,1
CONNECTICUT,CT,BACHELOR'S,LATVIA,MALE,3
CONNECTICUT,CT,BACHELOR'S,LEBANON,MALE,1
CONNECTICUT,CT,BACHELOR'S,LIBYA,MALE,1
CONNECTICUT,CT,BACHELOR'S,LITHUANIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,MALAWI,MALE,1
CONNECTICUT,CT,BACHELOR'S,MALAYSIA,MALE,8
CONNECTICUT,CT,BACHELOR'S,MAURITIUS,MALE,1
CONNECTICUT,CT,BACHELOR'S,MEXICO,MALE,12
CONNECTICUT,CT,BACHELOR'S,MOLDOVA,MALE,2
CONNECTICUT,CT,BACHELOR'S,MONGOLIA,MALE,2
CONNECTICUT,CT,BACHELOR'S,MOROCCO,MALE,3
CONNECTICUT,CT,BACHELOR'S,MOZAMBIQUE,MALE,1
CONNECTICUT,CT,BACHELOR'S,NEPAL,MALE,14
CONNECTICUT,CT,BACHELOR'S,NETHERLANDS,MALE,3
CONNECTICUT,CT,BACHELOR'S,NEW ZEALAND,MALE,3
CONNECTICUT,CT,BACHELOR'S,NICARAGUA,MALE,1
CONNECTICUT,CT,BACHELOR'S,NIGERIA,MALE,9
CONNECTICUT,CT,BACHELOR'S,NORWAY,MALE,6
CONNECTICUT,CT,BACHELOR'S,PAKISTAN,MALE,23
CONNECTICUT,CT,BACHELOR'S,PERU,MALE,3
CONNECTICUT,CT,BACHELOR'S,PHILIPPINES,MALE,3
CONNECTICUT,CT,BACHELOR'S,POLAND,MALE,5
CONNECTICUT,CT,BACHELOR'S,PORTUGAL,MALE,4
CONNECTICUT,CT,BACHELOR'S,QATAR,MALE,2
CONNECTICUT,CT,BACHELOR'S,ROMANIA,MALE,4
CONNECTICUT,CT,BACHELOR'S,RUSSIA,MALE,4
CONNECTICUT,CT,BACHELOR'S,RWANDA,MALE,2
CONNECTICUT,CT,BACHELOR'S,SAINT KITTS AND NEVIS,MALE,1
CONNECTICUT,CT,BACHELOR'S,SAUDI ARABIA,MALE,2
CONNECTICUT,CT,BACHELOR'S,SERBIA,MALE,2
CONNECTICUT,CT,BACHELOR'S,SINGAPORE,MALE,10
CONNECTICUT,CT,BACHELOR'S,SLOVAKIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,SLOVENIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,SOMALIA,MALE,4
CONNECTICUT,CT,BACHELOR'S,SOUTH KOREA,MALE,24
CONNECTICUT,CT,BACHELOR'S,SPAIN,MALE,9
CONNECTICUT,CT,BACHELOR'S,SRI LANKA,MALE,1
CONNECTICUT,CT,BACHELOR'S,SWEDEN,MALE,2
CONNECTICUT,CT,BACHELOR'S,SWITZERLAND,MALE,1
CONNECTICUT,CT,BACHELOR'S,SYRIA,MALE,1
CONNECTICUT,CT,BACHELOR'S,TAIWAN,MALE,8
CONNECTICUT,CT,BACHELOR'S,TANZANIA,MALE,3
CONNECTICUT,CT,BACHELOR'S,THAILAND,MALE,4
CONNECTICUT,CT,BACHELOR'S,TOGO,MALE,1
CONNECTICUT,CT,BACHELOR'S,TUNISIA,MALE,2
CONNECTICUT,CT,BACHELOR'S,TURKEY,MALE,13
CONNECTICUT,CT,BACHELOR'S,UGANDA,MALE,1
CONNECTICUT,CT,BACHELOR'S,UKRAINE,MALE,13
CONNECTICUT,CT,BACHELOR'S,UNITED ARAB EMIRATES,MALE,1
CONNECTICUT,CT,BACHELOR'S,UNITED KINGDOM,MALE,36
CONNECTICUT,CT,BACHELOR'S,URUGUAY,MALE,1
CONNECTICUT,CT,BACHELOR'S,UZBEKISTAN,MALE,5
CONNECTICUT,CT,BACHELOR'S,VENEZUELA,MALE,1
CONNECTICUT,CT,BACHELOR'S,VIETNAM,MALE,24
CONNECTICUT,CT,BACHELOR'S,WEST BANK,MALE,1
CONNECTICUT,CT,BACHELOR'S,ZAMBIA,MALE,2
CONNECTICUT,CT,BACHELOR'S,ZIMBABWE,MALE,6
CONNECTICUT,CT,DOCTORATE,ALBANIA,MALE,1
CONNECTICUT,CT,DOCTORATE,ALGERIA,MALE,2
CONNECTICUT,CT,DOCTORATE,ARGENTINA,MALE,2
CONNECTICUT,CT,DOCTORATE,ARMENIA,MALE,1
CONNECTICUT,CT,DOCTORATE,AUSTRALIA,MALE,1
CONNECTICUT,CT,DOCTORATE,AUSTRIA,MALE,2
CONNECTICUT,CT,DOCTORATE,AZERBAIJAN,MALE,1
CONNECTICUT,CT,DOCTORATE,"BAHAMAS, THE",MALE,1
CONNECTICUT,CT,DOCTORATE,BANGLADESH,MALE,74
CONNECTICUT,CT,DOCTORATE,BELARUS,MALE,1
CONNECTICUT,CT,DOCTORATE,BELGIUM,MALE,1
CONNECTICUT,CT,DOCTORATE,BELIZE,MALE,1
CONNECTICUT,CT,DOCTORATE,BRAZIL,MALE,21
CONNECTICUT,CT,DOCTORATE,CANADA,MALE,29
CONNECTICUT,CT,DOCTORATE,CHILE,MALE,5
CONNECTICUT,CT,DOCTORATE,CHINA,MALE,586
CONNECTICUT,CT,DOCTORATE,COLOMBIA,MALE,15
CONNECTICUT,CT,DOCTORATE,DENMARK,MALE,2
CONNECTICUT,CT,DOCTORATE,DOMINICAN REPUBLIC,MALE,1
CONNECTICUT,CT,DOCTORATE,ECUADOR,MALE,2
CONNECTICUT,CT,DOCTORATE,EGYPT,MALE,8
CONNECTICUT,CT,DOCTORATE,EL SALVADOR,MALE,1
CONNECTICUT,CT,DOCTORATE,ETHIOPIA,MALE,2
CONNECTICUT,CT,DOCTORATE,FRANCE,MALE,3
CONNECTICUT,CT,DOCTORATE,GEORGIA,MALE,3
CONNECTICUT,CT,DOCTORATE,GERMANY,MALE,14
CONNECTICUT,CT,DOCTORATE,GHANA,MALE,25
CONNECTICUT,CT,DOCTORATE,GREECE,MALE,13
CONNECTICUT,CT,DOCTORATE,GUATEMALA,MALE,2
CONNECTICUT,CT,DOCTORATE,GUYANA,MALE,1
CONNECTICUT,CT,DOCTORATE,HONDURAS,MALE,2
CONNECTICUT,CT,DOCTORATE,HONG KONG,MALE,4
CONNECTICUT,CT,DOCTORATE,INDIA,MALE,180
CONNECTICUT,CT,DOCTORATE,IRAN,MALE,51
CONNECTICUT,CT,DOCTORATE,IRAQ,MALE,2
CONNECTICUT,CT,DOCTORATE,ISRAEL,MALE,5
CONNECTICUT,CT,DOCTORATE,ITALY,MALE,16
CONNECTICUT,CT,DOCTORATE,JAPAN,MALE,11
CONNECTICUT,CT,DOCTORATE,JORDAN,MALE,5
CONNECTICUT,CT,DOCTORATE,KAZAKHSTAN,MALE,2
CONNECTICUT,CT,DOCTORATE,KENYA,MALE,5
CONNECTICUT,CT,DOCTORATE,KUWAIT,MALE,1
CONNECTICUT,CT,DOCTORATE,LEBANON,MALE,3
CONNECTICUT,CT,DOCTORATE,LIBERIA,MALE,1
CONNECTICUT,CT,DOCTORATE,LIBYA,MALE,2
CONNECTICUT,CT,DOCTORATE,LITHUANIA,MALE,1
CONNECTICUT,CT,DOCTORATE,MACAU,MALE,1
CONNECTICUT,CT,DOCTORATE,MALAYSIA,MALE,4
CONNECTICUT,CT,DOCTORATE,MEXICO,MALE,4
CONNECTICUT,CT,DOCTORATE,MOROCCO,MALE,3
CONNECTICUT,CT,DOCTORATE,NEPAL,MALE,30
CONNECTICUT,CT,DOCTORATE,NETHERLANDS,MALE,2
CONNECTICUT,CT,DOCTORATE,NEW ZEALAND,MALE,1
CONNECTICUT,CT,DOCTORATE,NICARAGUA,MALE,1
CONNECTICUT,CT,DOCTORATE,NIGERIA,MALE,24
CONNECTICUT,CT,DOCTORATE,PAKISTAN,MALE,16
CONNECTICUT,CT,DOCTORATE,PERU,MALE,2
CONNECTICUT,CT,DOCTORATE,PHILIPPINES,MALE,1
CONNECTICUT,CT,DOCTORATE,ROMANIA,MALE,1
CONNECTICUT,CT,DOCTORATE,RUSSIA,MALE,4
CONNECTICUT,CT,DOCTORATE,SAUDI ARABIA,MALE,10
CONNECTICUT,CT,DOCTORATE,SERBIA,MALE,1
CONNECTICUT,CT,DOCTORATE,SINGAPORE,MALE,6
CONNECTICUT,CT,DOCTORATE,SLOVAKIA,MALE,1
CONNECTICUT,CT,DOCTORATE,SOUTH AFRICA,MALE,2
CONNECTICUT,CT,DOCTORATE,SOUTH KOREA,MALE,44
CONNECTICUT,CT,DOCTORATE,SPAIN,MALE,5
CONNECTICUT,CT,DOCTORATE,SRI LANKA,MALE,15
CONNECTICUT,CT,DOCTORATE,SWITZERLAND,MALE,1
CONNECTICUT,CT,DOCTORATE,SYRIA,MALE,1
CONNECTICUT,CT,DOCTORATE,TAIWAN,MALE,30
CONNECTICUT,CT,DOCTORATE,TANZANIA,MALE,1
CONNECTICUT,CT,DOCTORATE,THAILAND,MALE,1
CONNECTICUT,CT,DOCTORATE,TURKEY,MALE,20
CONNECTICUT,CT,DOCTORATE,UGANDA,MALE,1
CONNECTICUT,CT,DOCTORATE,UKRAINE,MALE,2
CONNECTICUT,CT,DOCTORATE,UNITED KINGDOM,MALE,13
CONNECTICUT,CT,DOCTORATE,VIETNAM,MALE,22
CONNECTICUT,CT,DOCTORATE,WEST BANK,MALE,1
CONNECTICUT,CT,DOCTORATE,ZAMBIA,MALE,1
CONNECTICUT,CT,MASTER'S,AFGHANISTAN,MALE,2
CONNECTICUT,CT,MASTER'S,ALBANIA,MALE,2
CONNECTICUT,CT,MASTER'S,ARGENTINA,MALE,4
CONNECTICUT,CT,MASTER'S,ARMENIA,MALE,1
CONNECTICUT,CT,MASTER'S,AUSTRALIA,MALE,2
CONNECTICUT,CT,MASTER'S,AUSTRIA,MALE,1
CONNECTICUT,CT,MASTER'S,AZERBAIJAN,MALE,8
CONNECTICUT,CT,MASTER'S,BANGLADESH,MALE,73
CONNECTICUT,CT,MASTER'S,BELGIUM,MALE,1
CONNECTICUT,CT,MASTER'S,BELIZE,MALE,1
CONNECTICUT,CT,MASTER'S,BHUTAN,MALE,2
CONNECTICUT,CT,MASTER'S,BOLIVIA,MALE,1
CONNECTICUT,CT,MASTER'S,BOSNIA AND HERZEGOVINA,MALE,1
CONNECTICUT,CT,MASTER'S,BOTSWANA,MALE,1
CONNECTICUT,CT,MASTER'S,BRAZIL,MALE,12
CONNECTICUT,CT,MASTER'S,BULGARIA,MALE,1
CONNECTICUT,CT,MASTER'S,BURKINA FASO,MALE,1
CONNECTICUT,CT,MASTER'S,BURMA,MALE,1
CONNECTICUT,CT,MASTER'S,BURUNDI,MALE,1
CONNECTICUT,CT,MASTER'S,CAMBODIA,MALE,1
CONNECTICUT,CT,MASTER'S,CAMEROON,MALE,2
CONNECTICUT,CT,MASTER'S,CANADA,MALE,42
CONNECTICUT,CT,MASTER'S,CHILE,MALE,6
CONNECTICUT,CT,MASTER'S,CHINA,MALE,356
CONNECTICUT,CT,MASTER'S,COLOMBIA,MALE,7
CONNECTICUT,CT,MASTER'S,CONGO (KINSHASA),MALE,2
CONNECTICUT,CT,MASTER'S,COSTA RICA,MALE,1
CONNECTICUT,CT,MASTER'S,COTE D'IVOIRE,MALE,3
CONNECTICUT,CT,MASTER'S,CROATIA,MALE,1
CONNECTICUT,CT,MASTER'S,CZECH REPUBLIC,MALE,2
CONNECTICUT,CT,MASTER'S,DENMARK,MALE,1
CONNECTICUT,CT,MASTER'S,DOMINICA,MALE,1
CONNECTICUT,CT,MASTER'S,DOMINICAN REPUBLIC,MALE,2
CONNECTICUT,CT,MASTER'S,ECUADOR,MALE,4
CONNECTICUT,CT,MASTER'S,EGYPT,MALE,8
CONNECTICUT,CT,MASTER'S,ERITREA,MALE,2
CONNECTICUT,CT,MASTER'S,ETHIOPIA,MALE,10
CONNECTICUT,CT,MASTER'S,FINLAND,MALE,2
CONNECTICUT,CT,MASTER'S,FRANCE,MALE,12
CONNECTICUT,CT,MASTER'S,"GAMBIA, THE",MALE,1
CONNECTICUT,CT,MASTER'S,GAZA STRIP,MALE,1
CONNECTICUT,CT,MASTER'S,GERMANY,MALE,15
CONNECTICUT,CT,MASTER'S,GHANA,MALE,96
CONNECTICUT,CT,MASTER'S,GREECE,MALE,4
CONNECTICUT,CT,MASTER'S,GUATEMALA,MALE,1
CONNECTICUT,CT,MASTER'S,GUINEA,MALE,1
CONNECTICUT,CT,MASTER'S,HONG KONG,MALE,8
CONNECTICUT,CT,MASTER'S,HUNGARY,MALE,1
CONNECTICUT,CT,MASTER'S,INDIA,MALE,4006
CONNECTICUT,CT,MASTER'S,INDONESIA,MALE,8
CONNECTICUT,CT,MASTER'S,IRAN,MALE,10
CONNECTICUT,CT,MASTER'S,IRAQ,MALE,1
CONNECTICUT,CT,MASTER'S,IRELAND,MALE,5
CONNECTICUT,CT,MASTER'S,ISRAEL,MALE,6
CONNECTICUT,CT,MASTER'S,ITALY,MALE,19
CONNECTICUT,CT,MASTER'S,JAMAICA,MALE,5
CONNECTICUT,CT,MASTER'S,JAPAN,MALE,13
CONNECTICUT,CT,MASTER'S,JORDAN,MALE,6
CONNECTICUT,CT,MASTER'S,KAZAKHSTAN,MALE,1
CONNECTICUT,CT,MASTER'S,KENYA,MALE,15
CONNECTICUT,CT,MASTER'S,KOSOVO,MALE,1
CONNECTICUT,CT,MASTER'S,LEBANON,MALE,2
CONNECTICUT,CT,MASTER'S,LIBERIA,MALE,1
CONNECTICUT,CT,MASTER'S,LIBYA,MALE,2
CONNECTICUT,CT,MASTER'S,MALAWI,MALE,1
CONNECTICUT,CT,MASTER'S,MALAYSIA,MALE,5
CONNECTICUT,CT,MASTER'S,MEXICO,MALE,14
CONNECTICUT,CT,MASTER'S,MONGOLIA,MALE,1
CONNECTICUT,CT,MASTER'S,MOROCCO,MALE,7
CONNECTICUT,CT,MASTER'S,NEPAL,MALE,110
CONNECTICUT,CT,MASTER'S,NETHERLANDS,MALE,3
CONNECTICUT,CT,MASTER'S,NEW ZEALAND,MALE,6
CONNECTICUT,CT,MASTER'S,NIGERIA,MALE,90
CONNECTICUT,CT,MASTER'S,NORWAY,MALE,1
CONNECTICUT,CT,MASTER'S,PAKISTAN,MALE,73
CONNECTICUT,CT,MASTER'S,PANAMA,MALE,1
CONNECTICUT,CT,MASTER'S,PERU,MALE,12
CONNECTICUT,CT,MASTER'S,PHILIPPINES,MALE,4
CONNECTICUT,CT,MASTER'S,POLAND,MALE,1
CONNECTICUT,CT,MASTER'S,PORTUGAL,MALE,4
CONNECTICUT,CT,MASTER'S,RUSSIA,MALE,7
CONNECTICUT,CT,MASTER'S,RWANDA,MALE,4
CONNECTICUT,CT,MASTER'S,SAINT KITTS AND NEVIS,MALE,1
CONNECTICUT,CT,MASTER'S,SAUDI ARABIA,MALE,11
CONNECTICUT,CT,MASTER'S,SENEGAL,MALE,1
CONNECTICUT,CT,MASTER'S,SIERRA LEONE,MALE,3
CONNECTICUT,CT,MASTER'S,SINGAPORE,MALE,9
CONNECTICUT,CT,MASTER'S,SOUTH AFRICA,MALE,4
CONNECTICUT,CT,MASTER'S,SOUTH KOREA,MALE,26
CONNECTICUT,CT,MASTER'S,SPAIN,MALE,18
CONNECTICUT,CT,MASTER'S,SRI LANKA,MALE,3
CONNECTICUT,CT,MASTER'S,SWEDEN,MALE,2
CONNECTICUT,CT,MASTER'S,SWITZERLAND,MALE,2
CONNECTICUT,CT,MASTER'S,SYRIA,MALE,1
CONNECTICUT,CT,MASTER'S,TAIWAN,MALE,17
CONNECTICUT,CT,MASTER'S,TANZANIA,MALE,3
CONNECTICUT,CT,MASTER'S,THAILAND,MALE,7
CONNECTICUT,CT,MASTER'S,TUNISIA,MALE,1
CONNECTICUT,CT,MASTER'S,TURKEY,MALE,9
CONNECTICUT,CT,MASTER'S,UGANDA,MALE,4
CONNECTICUT,CT,MASTER'S,UNITED KINGDOM,MALE,9
CONNECTICUT,CT,MASTER'S,URUGUAY,MALE,1
CONNECTICUT,CT,MASTER'S,VENEZUELA,MALE,1
CONNECTICUT,CT,MASTER'S,VIETNAM,MALE,11
CONNECTICUT,CT,MASTER'S,WEST BANK,MALE,1
CONNECTICUT,CT,MASTER'S,ZAMBIA,MALE,2
CONNECTICUT,CT,MASTER'S,ZIMBABWE,MALE,67
CONNECTICUT,CT,OTHER,CHINA,MALE,7
CONNECTICUT,CT,OTHER,LIBYA,MALE,1
CONNECTICUT,CT,OTHER,PAKISTAN,MALE,1
CONNECTICUT,CT,OTHER,SPAIN,MALE,1
CONNECTICUT,CT,OTHER,UNITED ARAB EMIRATES,MALE,1
CONNECTICUT,CT,OTHER,UNITED KINGDOM,MALE,1
DISTRICT OF COLUMBIA,DC,ASSOCIATE,CAMEROON,FEMALE,2
DISTRICT OF COLUMBIA,DC,ASSOCIATE,EL SALVADOR,FEMALE,1
DISTRICT OF COLUMBIA,DC,ASSOCIATE,EQUATORIAL GUINEA,FEMALE,1
DISTRICT OF COLUMBIA,DC,ASSOCIATE,ETHIOPIA,FEMALE,1
DISTRICT OF COLUMBIA,DC,ASSOCIATE,JAMAICA,FEMALE,1
DISTRICT OF COLUMBIA,DC,ASSOCIATE,PERU,FEMALE,1
DISTRICT OF COLUMBIA,DC,ASSOCIATE,VIETNAM,FEMALE,1
DISTRICT OF COLUMBIA,DC,BACHELOR'S,ARGENTINA,FEMALE,1
DISTRICT OF COLUMBIA,DC,BACHELOR'S,AUSTRALIA,FEMALE,3
DISTRICT OF COLUMBIA,DC,BACHELOR'S,"BAHAMAS, THE",FEMALE,7
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BAHRAIN,FEMALE,2
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BANGLADESH,FEMALE,4
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BARBADOS,FEMALE,2
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BELGIUM,FEMALE,2
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BELIZE,FEMALE,1
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BERMUDA,FEMALE,1
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BRAZIL,FEMALE,10
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BULGARIA,FEMALE,2
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BURKINA FASO,FEMALE,2
DISTRICT OF COLUMBIA,DC,BACHELOR'S,BURMA,FEMALE,3
DISTRICT OF COLUMBIA,DC,BACHELOR'S,CANADA,FEMALE,15
DISTRICT OF COLUMBIA,DC,BACHELOR'S,CHINA,FEMALE,50
DISTRICT OF COLUMBIA,DC,BACHELOR'S,COLOMBIA,FEMALE,4
DISTRICT OF COLUMBIA,DC,BACHELOR'S,CONGO (KINSHASA),FEMALE,3
DISTRICT OF COLUMBIA,DC,BACHELOR'S,CZECH REPUBLIC,FEMALE,1
DISTRICT OF COLUMBIA,DC,BACHELOR'S,DENMARK,FEMALE,1
