State,Abbrv,Student Education Level,CoC,Gender,Count of Active STEM Students
ILLINOIS,IL,DOCTORATE,NEW ZEALAND,MALE,4
ILLINOIS,IL,DOCTORATE,NICARAGUA,FEMALE,2
ILLINOIS,IL,DOCTORATE,NIGER,MALE,1
ILLINOIS,IL,DOCTORATE,NIGERIA,FEMALE,19
ILLINOIS,IL,DOCTORATE,NIGERIA,MALE,51
ILLINOIS,IL,DOCTORATE,NORWAY,FEMALE,1
ILLINOIS,IL,DOCTORATE,NORWAY,MALE,1
ILLINOIS,IL,DOCTORATE,OMAN,MALE,1
ILLINOIS,IL,DOCTORATE,PAKISTAN,FEMALE,16
ILLINOIS,IL,DOCTORATE,PAKISTAN,MALE,53
ILLINOIS,IL,DOCTORATE,PANAMA,MALE,4
ILLINOIS,IL,DOCTORATE,PERU,FEMALE,2
ILLINOIS,IL,DOCTORATE,PERU,MALE,17
ILLINOIS,IL,DOCTORATE,PHILIPPINES,FEMALE,7
ILLINOIS,IL,DOCTORATE,PHILIPPINES,MALE,7
ILLINOIS,IL,DOCTORATE,POLAND,FEMALE,10
ILLINOIS,IL,DOCTORATE,POLAND,MALE,7
ILLINOIS,IL,DOCTORATE,PORTUGAL,FEMALE,1
ILLINOIS,IL,DOCTORATE,PORTUGAL,MALE,5
ILLINOIS,IL,DOCTORATE,SOUTH KOREA,FEMALE,124
ILLINOIS,IL,DOCTORATE,SOUTH KOREA,MALE,263
ILLINOIS,IL,DOCTORATE,ROMANIA,FEMALE,5
ILLINOIS,IL,DOCTORATE,ROMANIA,MALE,8
ILLINOIS,IL,DOCTORATE,RUSSIA,FEMALE,20
ILLINOIS,IL,DOCTORATE,RUSSIA,MALE,25
ILLINOIS,IL,DOCTORATE,RWANDA,FEMALE,1
ILLINOIS,IL,DOCTORATE,RWANDA,MALE,1
ILLINOIS,IL,DOCTORATE,SAUDI ARABIA,FEMALE,39
ILLINOIS,IL,DOCTORATE,SAUDI ARABIA,MALE,41
ILLINOIS,IL,DOCTORATE,SENEGAL,FEMALE,1
ILLINOIS,IL,DOCTORATE,SENEGAL,MALE,1
ILLINOIS,IL,DOCTORATE,SERBIA,FEMALE,7
ILLINOIS,IL,DOCTORATE,SERBIA,MALE,4
ILLINOIS,IL,DOCTORATE,SINGAPORE,FEMALE,15
ILLINOIS,IL,DOCTORATE,SINGAPORE,MALE,25
ILLINOIS,IL,DOCTORATE,SLOVAKIA,MALE,1
ILLINOIS,IL,DOCTORATE,SLOVENIA,FEMALE,1
ILLINOIS,IL,DOCTORATE,SLOVENIA,MALE,1
ILLINOIS,IL,DOCTORATE,SOUTH AFRICA,MALE,1
ILLINOIS,IL,DOCTORATE,SPAIN,FEMALE,8
ILLINOIS,IL,DOCTORATE,SPAIN,MALE,17
ILLINOIS,IL,DOCTORATE,SRI LANKA,FEMALE,35
ILLINOIS,IL,DOCTORATE,SRI LANKA,MALE,41
ILLINOIS,IL,DOCTORATE,SUDAN,MALE,1
ILLINOIS,IL,DOCTORATE,SWAZILAND,MALE,1
ILLINOIS,IL,DOCTORATE,SWEDEN,MALE,2
ILLINOIS,IL,DOCTORATE,SWITZERLAND,FEMALE,3
ILLINOIS,IL,DOCTORATE,SWITZERLAND,MALE,2
ILLINOIS,IL,DOCTORATE,SYRIA,MALE,1
ILLINOIS,IL,DOCTORATE,TAIWAN,FEMALE,64
ILLINOIS,IL,DOCTORATE,TAIWAN,MALE,118
ILLINOIS,IL,DOCTORATE,TANZANIA,FEMALE,2
ILLINOIS,IL,DOCTORATE,TANZANIA,MALE,1
ILLINOIS,IL,DOCTORATE,THAILAND,FEMALE,2
ILLINOIS,IL,DOCTORATE,THAILAND,MALE,6
ILLINOIS,IL,DOCTORATE,TRINIDAD AND TOBAGO,FEMALE,1
ILLINOIS,IL,DOCTORATE,TRINIDAD AND TOBAGO,MALE,2
ILLINOIS,IL,DOCTORATE,TUNISIA,FEMALE,1
ILLINOIS,IL,DOCTORATE,TUNISIA,MALE,1
ILLINOIS,IL,DOCTORATE,TURKEY,FEMALE,33
ILLINOIS,IL,DOCTORATE,TURKEY,MALE,69
ILLINOIS,IL,DOCTORATE,TURKMENISTAN,MALE,1
ILLINOIS,IL,DOCTORATE,UGANDA,FEMALE,2
ILLINOIS,IL,DOCTORATE,UKRAINE,FEMALE,2
ILLINOIS,IL,DOCTORATE,UKRAINE,MALE,4
ILLINOIS,IL,DOCTORATE,UNITED KINGDOM,FEMALE,7
ILLINOIS,IL,DOCTORATE,UNITED KINGDOM,MALE,24
ILLINOIS,IL,DOCTORATE,URUGUAY,FEMALE,2
ILLINOIS,IL,DOCTORATE,URUGUAY,MALE,1
ILLINOIS,IL,DOCTORATE,VENEZUELA,FEMALE,5
ILLINOIS,IL,DOCTORATE,VENEZUELA,MALE,4
ILLINOIS,IL,DOCTORATE,VIETNAM,FEMALE,18
ILLINOIS,IL,DOCTORATE,VIETNAM,MALE,46
ILLINOIS,IL,DOCTORATE,WEST BANK,FEMALE,1
ILLINOIS,IL,DOCTORATE,WEST BANK,MALE,3
ILLINOIS,IL,DOCTORATE,YEMEN,FEMALE,2
ILLINOIS,IL,DOCTORATE,ZAMBIA,MALE,1
ILLINOIS,IL,DOCTORATE,ZIMBABWE,FEMALE,2
ILLINOIS,IL,DOCTORATE,ZIMBABWE,MALE,2
ILLINOIS,IL,LANGUAGE TRAINING,CHINA,MALE,1
ILLINOIS,IL,LANGUAGE TRAINING,EQUATORIAL GUINEA,FEMALE,1
ILLINOIS,IL,LANGUAGE TRAINING,MOROCCO,MALE,1
ILLINOIS,IL,LANGUAGE TRAINING,NIGERIA,MALE,1
ILLINOIS,IL,MASTER'S,AFGHANISTAN,MALE,1
ILLINOIS,IL,MASTER'S,ALBANIA,FEMALE,3
ILLINOIS,IL,MASTER'S,ALBANIA,MALE,1
ILLINOIS,IL,MASTER'S,ALGERIA,MALE,2
ILLINOIS,IL,MASTER'S,ANGOLA,FEMALE,1
ILLINOIS,IL,MASTER'S,ANGOLA,MALE,1
ILLINOIS,IL,MASTER'S,ARGENTINA,FEMALE,6
ILLINOIS,IL,MASTER'S,ARGENTINA,MALE,11
ILLINOIS,IL,MASTER'S,ARMENIA,FEMALE,2
ILLINOIS,IL,MASTER'S,AUSTRALIA,FEMALE,8
ILLINOIS,IL,MASTER'S,AUSTRALIA,MALE,14
ILLINOIS,IL,MASTER'S,AUSTRIA,MALE,3
ILLINOIS,IL,MASTER'S,AZERBAIJAN,MALE,5
ILLINOIS,IL,MASTER'S,"BAHAMAS, THE",MALE,5
ILLINOIS,IL,MASTER'S,BANGLADESH,FEMALE,30
ILLINOIS,IL,MASTER'S,BANGLADESH,MALE,87
ILLINOIS,IL,MASTER'S,BARBADOS,FEMALE,1
ILLINOIS,IL,MASTER'S,BELARUS,FEMALE,2
ILLINOIS,IL,MASTER'S,BELARUS,MALE,2
ILLINOIS,IL,MASTER'S,BELGIUM,MALE,5
ILLINOIS,IL,MASTER'S,BELIZE,FEMALE,1
ILLINOIS,IL,MASTER'S,BENIN,FEMALE,1
ILLINOIS,IL,MASTER'S,BOLIVIA,FEMALE,5
ILLINOIS,IL,MASTER'S,BOLIVIA,MALE,6
ILLINOIS,IL,MASTER'S,BOSNIA AND HERZEGOVINA,FEMALE,1
ILLINOIS,IL,MASTER'S,BOSNIA AND HERZEGOVINA,MALE,1
ILLINOIS,IL,MASTER'S,BRAZIL,FEMALE,53
ILLINOIS,IL,MASTER'S,BRAZIL,MALE,68
ILLINOIS,IL,MASTER'S,BULGARIA,FEMALE,1
ILLINOIS,IL,MASTER'S,BURKINA FASO,MALE,1
ILLINOIS,IL,MASTER'S,BURMA,FEMALE,4
ILLINOIS,IL,MASTER'S,BURMA,MALE,3
ILLINOIS,IL,MASTER'S,CAMBODIA,MALE,3
ILLINOIS,IL,MASTER'S,CAMEROON,FEMALE,2
ILLINOIS,IL,MASTER'S,CAMEROON,MALE,4
ILLINOIS,IL,MASTER'S,CANADA,FEMALE,62
ILLINOIS,IL,MASTER'S,CANADA,MALE,72
ILLINOIS,IL,MASTER'S,CHILE,FEMALE,11
ILLINOIS,IL,MASTER'S,CHILE,MALE,39
ILLINOIS,IL,MASTER'S,CHINA,FEMALE,1688
ILLINOIS,IL,MASTER'S,CHINA,MALE,1776
ILLINOIS,IL,MASTER'S,CHINA,OTHER,3
ILLINOIS,IL,MASTER'S,COLOMBIA,FEMALE,25
ILLINOIS,IL,MASTER'S,COLOMBIA,MALE,26
ILLINOIS,IL,MASTER'S,CONGO (BRAZZAVILLE),MALE,2
ILLINOIS,IL,MASTER'S,CONGO (KINSHASA),FEMALE,1
ILLINOIS,IL,MASTER'S,CONGO (KINSHASA),MALE,6
ILLINOIS,IL,MASTER'S,COSTA RICA,FEMALE,2
ILLINOIS,IL,MASTER'S,COTE D'IVOIRE,MALE,1
ILLINOIS,IL,MASTER'S,CROATIA,MALE,3
ILLINOIS,IL,MASTER'S,CYPRUS,MALE,2
ILLINOIS,IL,MASTER'S,CZECH REPUBLIC,MALE,1
ILLINOIS,IL,MASTER'S,DOMINICAN REPUBLIC,FEMALE,3
ILLINOIS,IL,MASTER'S,DOMINICAN REPUBLIC,MALE,3
ILLINOIS,IL,MASTER'S,ECUADOR,FEMALE,9
ILLINOIS,IL,MASTER'S,ECUADOR,MALE,9
ILLINOIS,IL,MASTER'S,EGYPT,FEMALE,3
ILLINOIS,IL,MASTER'S,EGYPT,MALE,15
ILLINOIS,IL,MASTER'S,EL SALVADOR,FEMALE,1
ILLINOIS,IL,MASTER'S,EL SALVADOR,MALE,2
ILLINOIS,IL,MASTER'S,ESTONIA,MALE,1
ILLINOIS,IL,MASTER'S,ETHIOPIA,FEMALE,8
ILLINOIS,IL,MASTER'S,ETHIOPIA,MALE,10
ILLINOIS,IL,MASTER'S,FRANCE,FEMALE,14
ILLINOIS,IL,MASTER'S,FRANCE,MALE,66
ILLINOIS,IL,MASTER'S,GABON,FEMALE,1
ILLINOIS,IL,MASTER'S,"GAMBIA, THE",MALE,4
ILLINOIS,IL,MASTER'S,GEORGIA,FEMALE,3
ILLINOIS,IL,MASTER'S,GEORGIA,MALE,3
ILLINOIS,IL,MASTER'S,GERMANY,FEMALE,8
ILLINOIS,IL,MASTER'S,GERMANY,MALE,15
ILLINOIS,IL,MASTER'S,GHANA,FEMALE,19
ILLINOIS,IL,MASTER'S,GHANA,MALE,62
ILLINOIS,IL,MASTER'S,GREECE,FEMALE,7
ILLINOIS,IL,MASTER'S,GREECE,MALE,7
ILLINOIS,IL,MASTER'S,GRENADA,FEMALE,1
ILLINOIS,IL,MASTER'S,GRENADA,MALE,1
ILLINOIS,IL,MASTER'S,GUATEMALA,MALE,3
ILLINOIS,IL,MASTER'S,HAITI,MALE,1
ILLINOIS,IL,MASTER'S,HONDURAS,FEMALE,4
ILLINOIS,IL,MASTER'S,HONDURAS,MALE,3
ILLINOIS,IL,MASTER'S,HONG KONG,FEMALE,25
ILLINOIS,IL,MASTER'S,HONG KONG,MALE,17
ILLINOIS,IL,MASTER'S,HUNGARY,MALE,2
ILLINOIS,IL,MASTER'S,ICELAND,MALE,1
ILLINOIS,IL,MASTER'S,INDIA,FEMALE,2776
ILLINOIS,IL,MASTER'S,INDIA,MALE,5998
ILLINOIS,IL,MASTER'S,INDIA,OTHER,3
ILLINOIS,IL,MASTER'S,INDONESIA,FEMALE,16
ILLINOIS,IL,MASTER'S,INDONESIA,MALE,26
ILLINOIS,IL,MASTER'S,IRAN,FEMALE,43
ILLINOIS,IL,MASTER'S,IRAN,MALE,33
ILLINOIS,IL,MASTER'S,IRAQ,FEMALE,1
ILLINOIS,IL,MASTER'S,IRELAND,FEMALE,5
ILLINOIS,IL,MASTER'S,IRELAND,MALE,6
ILLINOIS,IL,MASTER'S,ISRAEL,FEMALE,5
ILLINOIS,IL,MASTER'S,ISRAEL,MALE,14
ILLINOIS,IL,MASTER'S,ITALY,FEMALE,24
ILLINOIS,IL,MASTER'S,ITALY,MALE,49
ILLINOIS,IL,MASTER'S,JAMAICA,FEMALE,1
ILLINOIS,IL,MASTER'S,JAMAICA,MALE,1
ILLINOIS,IL,MASTER'S,JAPAN,FEMALE,11
ILLINOIS,IL,MASTER'S,JAPAN,MALE,43
ILLINOIS,IL,MASTER'S,JORDAN,FEMALE,3
ILLINOIS,IL,MASTER'S,JORDAN,MALE,16
ILLINOIS,IL,MASTER'S,KAZAKHSTAN,FEMALE,18
ILLINOIS,IL,MASTER'S,KAZAKHSTAN,MALE,16
ILLINOIS,IL,MASTER'S,KENYA,FEMALE,15
ILLINOIS,IL,MASTER'S,KENYA,MALE,6
ILLINOIS,IL,MASTER'S,KOSOVO,FEMALE,1
ILLINOIS,IL,MASTER'S,KOSOVO,MALE,1
ILLINOIS,IL,MASTER'S,KUWAIT,FEMALE,1
ILLINOIS,IL,MASTER'S,KUWAIT,MALE,4
ILLINOIS,IL,MASTER'S,KUWAIT,OTHER,1
ILLINOIS,IL,MASTER'S,KYRGYZSTAN,FEMALE,2
ILLINOIS,IL,MASTER'S,KYRGYZSTAN,MALE,2
ILLINOIS,IL,MASTER'S,LEBANON,FEMALE,1
ILLINOIS,IL,MASTER'S,LEBANON,MALE,8
ILLINOIS,IL,MASTER'S,LIBERIA,MALE,1
ILLINOIS,IL,MASTER'S,LIBYA,MALE,1
ILLINOIS,IL,MASTER'S,LITHUANIA,FEMALE,1
ILLINOIS,IL,MASTER'S,LITHUANIA,MALE,1
ILLINOIS,IL,MASTER'S,MACAU,FEMALE,1
ILLINOIS,IL,MASTER'S,MACAU,MALE,1
ILLINOIS,IL,MASTER'S,MACEDONIA,MALE,1
ILLINOIS,IL,MASTER'S,MADAGASCAR,FEMALE,3
ILLINOIS,IL,MASTER'S,MALAYSIA,FEMALE,17
ILLINOIS,IL,MASTER'S,MALAYSIA,MALE,16
ILLINOIS,IL,MASTER'S,MAURITANIA,MALE,1
ILLINOIS,IL,MASTER'S,MAURITIUS,FEMALE,2
ILLINOIS,IL,MASTER'S,MAURITIUS,MALE,1
ILLINOIS,IL,MASTER'S,MEXICO,FEMALE,39
ILLINOIS,IL,MASTER'S,MEXICO,MALE,77
ILLINOIS,IL,MASTER'S,MONGOLIA,FEMALE,17
ILLINOIS,IL,MASTER'S,MONGOLIA,MALE,21
ILLINOIS,IL,MASTER'S,MONTENEGRO,FEMALE,1
ILLINOIS,IL,MASTER'S,MOROCCO,FEMALE,5
ILLINOIS,IL,MASTER'S,MOROCCO,MALE,11
ILLINOIS,IL,MASTER'S,NEPAL,FEMALE,48
ILLINOIS,IL,MASTER'S,NEPAL,MALE,103
ILLINOIS,IL,MASTER'S,NEPAL,OTHER,1
ILLINOIS,IL,MASTER'S,NETHERLANDS,MALE,5
ILLINOIS,IL,MASTER'S,NEW ZEALAND,FEMALE,2
ILLINOIS,IL,MASTER'S,NEW ZEALAND,MALE,5
ILLINOIS,IL,MASTER'S,NICARAGUA,MALE,2
ILLINOIS,IL,MASTER'S,NIGERIA,FEMALE,151
ILLINOIS,IL,MASTER'S,NIGERIA,MALE,207
ILLINOIS,IL,MASTER'S,NIGERIA,OTHER,1
ILLINOIS,IL,MASTER'S,NORWAY,FEMALE,2
ILLINOIS,IL,MASTER'S,OMAN,MALE,1
ILLINOIS,IL,MASTER'S,PAKISTAN,FEMALE,22
ILLINOIS,IL,MASTER'S,PAKISTAN,MALE,121
ILLINOIS,IL,MASTER'S,PANAMA,FEMALE,4
ILLINOIS,IL,MASTER'S,PANAMA,MALE,3
ILLINOIS,IL,MASTER'S,PARAGUAY,FEMALE,1
ILLINOIS,IL,MASTER'S,PARAGUAY,MALE,3
ILLINOIS,IL,MASTER'S,PERU,FEMALE,14
ILLINOIS,IL,MASTER'S,PERU,MALE,26
ILLINOIS,IL,MASTER'S,PHILIPPINES,FEMALE,14
ILLINOIS,IL,MASTER'S,PHILIPPINES,MALE,18
ILLINOIS,IL,MASTER'S,POLAND,FEMALE,8
ILLINOIS,IL,MASTER'S,POLAND,MALE,8
ILLINOIS,IL,MASTER'S,PORTUGAL,FEMALE,4
ILLINOIS,IL,MASTER'S,PORTUGAL,MALE,4
ILLINOIS,IL,MASTER'S,SOUTH KOREA,FEMALE,98
ILLINOIS,IL,MASTER'S,SOUTH KOREA,MALE,127
ILLINOIS,IL,MASTER'S,SOUTH KOREA,OTHER,1
ILLINOIS,IL,MASTER'S,ROMANIA,FEMALE,3
ILLINOIS,IL,MASTER'S,ROMANIA,MALE,2
ILLINOIS,IL,MASTER'S,RUSSIA,FEMALE,8
ILLINOIS,IL,MASTER'S,RUSSIA,MALE,13
ILLINOIS,IL,MASTER'S,RWANDA,MALE,4
ILLINOIS,IL,MASTER'S,SAINT KITTS AND NEVIS,FEMALE,1
ILLINOIS,IL,MASTER'S,SAINT KITTS AND NEVIS,MALE,1
ILLINOIS,IL,MASTER'S,SAUDI ARABIA,FEMALE,43
ILLINOIS,IL,MASTER'S,SAUDI ARABIA,MALE,55
ILLINOIS,IL,MASTER'S,SENEGAL,FEMALE,1
ILLINOIS,IL,MASTER'S,SENEGAL,MALE,1
ILLINOIS,IL,MASTER'S,SERBIA,FEMALE,4
ILLINOIS,IL,MASTER'S,SERBIA,MALE,6
ILLINOIS,IL,MASTER'S,SIERRA LEONE,FEMALE,1
ILLINOIS,IL,MASTER'S,SINGAPORE,FEMALE,17
ILLINOIS,IL,MASTER'S,SINGAPORE,MALE,22
ILLINOIS,IL,MASTER'S,SLOVENIA,FEMALE,1
ILLINOIS,IL,MASTER'S,SOUTH AFRICA,FEMALE,2
ILLINOIS,IL,MASTER'S,SOUTH AFRICA,MALE,5
ILLINOIS,IL,MASTER'S,SOUTH SUDAN,MALE,1
ILLINOIS,IL,MASTER'S,SPAIN,FEMALE,48
ILLINOIS,IL,MASTER'S,SPAIN,MALE,126
ILLINOIS,IL,MASTER'S,SRI LANKA,FEMALE,7
ILLINOIS,IL,MASTER'S,SRI LANKA,MALE,8
ILLINOIS,IL,MASTER'S,SUDAN,FEMALE,1
ILLINOIS,IL,MASTER'S,SUDAN,MALE,14
ILLINOIS,IL,MASTER'S,SWAZILAND,FEMALE,2
ILLINOIS,IL,MASTER'S,SWEDEN,FEMALE,4
ILLINOIS,IL,MASTER'S,SWEDEN,MALE,3
ILLINOIS,IL,MASTER'S,SWITZERLAND,MALE,4
ILLINOIS,IL,MASTER'S,SYRIA,FEMALE,2
ILLINOIS,IL,MASTER'S,SYRIA,MALE,1
ILLINOIS,IL,MASTER'S,TAIWAN,FEMALE,174
ILLINOIS,IL,MASTER'S,TAIWAN,MALE,175
ILLINOIS,IL,MASTER'S,TANZANIA,FEMALE,3
ILLINOIS,IL,MASTER'S,TANZANIA,MALE,6
ILLINOIS,IL,MASTER'S,THAILAND,FEMALE,35
ILLINOIS,IL,MASTER'S,THAILAND,MALE,22
ILLINOIS,IL,MASTER'S,TRINIDAD AND TOBAGO,FEMALE,1
ILLINOIS,IL,MASTER'S,TUNISIA,FEMALE,1
ILLINOIS,IL,MASTER'S,TUNISIA,MALE,2
ILLINOIS,IL,MASTER'S,TURKEY,FEMALE,13
ILLINOIS,IL,MASTER'S,TURKEY,MALE,40
ILLINOIS,IL,MASTER'S,TURKMENISTAN,MALE,7
ILLINOIS,IL,MASTER'S,UGANDA,FEMALE,1
ILLINOIS,IL,MASTER'S,UGANDA,MALE,7
ILLINOIS,IL,MASTER'S,UKRAINE,FEMALE,3
ILLINOIS,IL,MASTER'S,UKRAINE,MALE,5
ILLINOIS,IL,MASTER'S,UNITED ARAB EMIRATES,MALE,1
ILLINOIS,IL,MASTER'S,UNITED KINGDOM,FEMALE,10
ILLINOIS,IL,MASTER'S,UNITED KINGDOM,MALE,33
ILLINOIS,IL,MASTER'S,UZBEKISTAN,FEMALE,1
ILLINOIS,IL,MASTER'S,UZBEKISTAN,MALE,6
ILLINOIS,IL,MASTER'S,VENEZUELA,FEMALE,5
ILLINOIS,IL,MASTER'S,VENEZUELA,MALE,8
ILLINOIS,IL,MASTER'S,VIETNAM,FEMALE,33
ILLINOIS,IL,MASTER'S,VIETNAM,MALE,41
ILLINOIS,IL,MASTER'S,VIETNAM,OTHER,1
ILLINOIS,IL,MASTER'S,WEST BANK,FEMALE,1
ILLINOIS,IL,MASTER'S,WEST BANK,MALE,4
ILLINOIS,IL,MASTER'S,YEMEN,FEMALE,1
ILLINOIS,IL,MASTER'S,YEMEN,MALE,3
ILLINOIS,IL,MASTER'S,ZAMBIA,FEMALE,1
ILLINOIS,IL,MASTER'S,ZAMBIA,MALE,2
ILLINOIS,IL,MASTER'S,ZIMBABWE,FEMALE,3
ILLINOIS,IL,MASTER'S,ZIMBABWE,MALE,8
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,BRAZIL,FEMALE,7
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,BRAZIL,MALE,2
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,COLOMBIA,FEMALE,1
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,INDIA,MALE,1
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,ITALY,MALE,1
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,PERU,MALE,1
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,SAINT KITTS AND NEVIS,MALE,1
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,SPAIN,MALE,1
ILLINOIS,IL,OTHER VOCATIONAL SCHOOL,TURKEY,MALE,1
ILLINOIS,IL,OTHER,ALGERIA,MALE,2
ILLINOIS,IL,OTHER,AZERBAIJAN,MALE,1
ILLINOIS,IL,OTHER,BELARUS,MALE,1
ILLINOIS,IL,OTHER,BOSNIA AND HERZEGOVINA,FEMALE,1
ILLINOIS,IL,OTHER,BRAZIL,MALE,1
ILLINOIS,IL,OTHER,CHINA,FEMALE,11
ILLINOIS,IL,OTHER,CHINA,MALE,24
ILLINOIS,IL,OTHER,COLOMBIA,MALE,1
ILLINOIS,IL,OTHER,INDIA,FEMALE,5
ILLINOIS,IL,OTHER,INDIA,MALE,20
ILLINOIS,IL,OTHER,INDONESIA,FEMALE,1
ILLINOIS,IL,OTHER,JAPAN,MALE,1
ILLINOIS,IL,OTHER,JORDAN,MALE,2
ILLINOIS,IL,OTHER,KAZAKHSTAN,MALE,3
ILLINOIS,IL,OTHER,KENYA,MALE,1
ILLINOIS,IL,OTHER,KYRGYZSTAN,MALE,2
ILLINOIS,IL,OTHER,LIBYA,MALE,1
ILLINOIS,IL,OTHER,MALAYSIA,MALE,2
ILLINOIS,IL,OTHER,MONGOLIA,FEMALE,3
ILLINOIS,IL,OTHER,MONGOLIA,MALE,2
ILLINOIS,IL,OTHER,MOROCCO,MALE,1
ILLINOIS,IL,OTHER,NEPAL,MALE,1
ILLINOIS,IL,OTHER,NIGERIA,MALE,3
ILLINOIS,IL,OTHER,PAKISTAN,FEMALE,1
ILLINOIS,IL,OTHER,PAKISTAN,MALE,11
ILLINOIS,IL,OTHER,PHILIPPINES,MALE,2
ILLINOIS,IL,OTHER,POLAND,MALE,1
ILLINOIS,IL,OTHER,QATAR,MALE,1
ILLINOIS,IL,OTHER,SOUTH KOREA,FEMALE,6
ILLINOIS,IL,OTHER,SOUTH KOREA,MALE,13
ILLINOIS,IL,OTHER,RUSSIA,MALE,1
ILLINOIS,IL,OTHER,SAUDI ARABIA,MALE,2
ILLINOIS,IL,OTHER,SPAIN,MALE,1
ILLINOIS,IL,OTHER,SRI LANKA,MALE,1
ILLINOIS,IL,OTHER,TAIWAN,FEMALE,4
ILLINOIS,IL,OTHER,TAIWAN,MALE,3
ILLINOIS,IL,OTHER,THAILAND,MALE,4
ILLINOIS,IL,OTHER,TURKEY,FEMALE,1
ILLINOIS,IL,OTHER,TURKEY,MALE,2
ILLINOIS,IL,OTHER,TURKMENISTAN,MALE,2
ILLINOIS,IL,OTHER,UZBEKISTAN,FEMALE,1
ILLINOIS,IL,OTHER,UZBEKISTAN,MALE,1
ILLINOIS,IL,OTHER,VIETNAM,FEMALE,2
ILLINOIS,IL,OTHER,VIETNAM,MALE,9
INDIANA,IN,ASSOCIATE,AUSTRALIA,MALE,1
INDIANA,IN,ASSOCIATE,BRAZIL,FEMALE,1
INDIANA,IN,ASSOCIATE,CAMBODIA,FEMALE,1
INDIANA,IN,ASSOCIATE,CANADA,MALE,1
INDIANA,IN,ASSOCIATE,CHINA,FEMALE,5
INDIANA,IN,ASSOCIATE,CHINA,MALE,5
INDIANA,IN,ASSOCIATE,CONGO (KINSHASA),MALE,1
INDIANA,IN,ASSOCIATE,COSTA RICA,FEMALE,1
INDIANA,IN,ASSOCIATE,GABON,MALE,1
INDIANA,IN,ASSOCIATE,HONG KONG,MALE,1
INDIANA,IN,ASSOCIATE,INDIA,FEMALE,2
INDIANA,IN,ASSOCIATE,INDIA,MALE,10
INDIANA,IN,ASSOCIATE,INDONESIA,MALE,2
INDIANA,IN,ASSOCIATE,JAMAICA,MALE,1
INDIANA,IN,ASSOCIATE,JORDAN,MALE,1
INDIANA,IN,ASSOCIATE,MALAWI,FEMALE,1
INDIANA,IN,ASSOCIATE,NIGERIA,FEMALE,1
INDIANA,IN,ASSOCIATE,NIGERIA,MALE,3
INDIANA,IN,ASSOCIATE,PAKISTAN,FEMALE,1
INDIANA,IN,ASSOCIATE,PAKISTAN,MALE,1
INDIANA,IN,ASSOCIATE,SOUTH KOREA,FEMALE,1
INDIANA,IN,ASSOCIATE,RWANDA,FEMALE,1
INDIANA,IN,ASSOCIATE,RWANDA,MALE,1
INDIANA,IN,ASSOCIATE,SAUDI ARABIA,MALE,2
INDIANA,IN,ASSOCIATE,SPAIN,FEMALE,1
INDIANA,IN,ASSOCIATE,SPAIN,MALE,1
INDIANA,IN,ASSOCIATE,SRI LANKA,MALE,1
INDIANA,IN,ASSOCIATE,UGANDA,FEMALE,1
INDIANA,IN,ASSOCIATE,VIETNAM,MALE,1
INDIANA,IN,ASSOCIATE,ZIMBABWE,MALE,1
INDIANA,IN,BACHELOR'S,AFGHANISTAN,MALE,1
INDIANA,IN,BACHELOR'S,ALBANIA,FEMALE,2
INDIANA,IN,BACHELOR'S,ALBANIA,MALE,4
INDIANA,IN,BACHELOR'S,ANDORRA,MALE,1
INDIANA,IN,BACHELOR'S,ANGOLA,MALE,3
INDIANA,IN,BACHELOR'S,ARGENTINA,FEMALE,2
INDIANA,IN,BACHELOR'S,ARGENTINA,MALE,7
INDIANA,IN,BACHELOR'S,ARMENIA,FEMALE,1
INDIANA,IN,BACHELOR'S,AUSTRALIA,FEMALE,3
INDIANA,IN,BACHELOR'S,AUSTRALIA,MALE,11
INDIANA,IN,BACHELOR'S,AUSTRIA,MALE,3
INDIANA,IN,BACHELOR'S,AZERBAIJAN,FEMALE,1
INDIANA,IN,BACHELOR'S,AZERBAIJAN,MALE,7
INDIANA,IN,BACHELOR'S,"BAHAMAS, THE",FEMALE,4
INDIANA,IN,BACHELOR'S,"BAHAMAS, THE",MALE,4
INDIANA,IN,BACHELOR'S,BAHRAIN,MALE,10
INDIANA,IN,BACHELOR'S,BANGLADESH,FEMALE,9
INDIANA,IN,BACHELOR'S,BANGLADESH,MALE,28
INDIANA,IN,BACHELOR'S,BASSAS DA INDIA,MALE,1
INDIANA,IN,BACHELOR'S,BELARUS,MALE,1
INDIANA,IN,BACHELOR'S,BELGIUM,FEMALE,2
INDIANA,IN,BACHELOR'S,BELGIUM,MALE,2
INDIANA,IN,BACHELOR'S,BELIZE,FEMALE,1
INDIANA,IN,BACHELOR'S,BENIN,MALE,3
INDIANA,IN,BACHELOR'S,BERMUDA,MALE,2
INDIANA,IN,BACHELOR'S,BHUTAN,MALE,1
INDIANA,IN,BACHELOR'S,BOLIVIA,FEMALE,9
